pokemon_form_identifier,version_identifier,flavor_text
medicham-default,white,It gains the ability to see the aura of its opponents by honing its mind through starvation.
medicham-default,white-2,It gains the ability to see the aura of its opponents by honing its mind through starvation.
medicham-default,x,"It elegantly avoids attacks with dance-like steps, then launches a devastating blow in the same motion."
medicham-default,y,"Through yoga training, it gained the psychic power to predict its foe's next move."
medicham-mega-evolution,legends-za,"Thanks to Mega Evolution, its mental power is limitless. It conjures up arms imbued with malice to defeat its enemies."
meditite-default,alpha-sapphire,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon's training.
meditite-default,black,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
meditite-default,black-2,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
meditite-default,brilliant-diamond,It meditates in order to build up its mental energy. It's said to eat just one Berry a day.
meditite-default,diamond,"It eats just one berry a day. By enduring hunger, its spirit is tempered and made sharper."
meditite-default,emerald,"It continually meditates for hours every day. As a result of rigorous and dedicated yoga training, it has tempered its spiritual power so much it can fly."
meditite-default,firered,It never skips its daily yoga training. It heightens its inner strength through meditation.
meditite-default,heartgold,It meditates to heighten its inner energy and to float in the air. It eats one berry a day.
meditite-default,leafgreen,It never skips its daily yoga training. It heightens its inner strength through meditation.
meditite-default,legends-za,It meditates in order to build up its mental energy. It eats just one berry a day.
meditite-default,omega-ruby,"Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends."
meditite-default,pearl,"It never misses its daily yoga workouts, and it heightens its spiritual power through meditation."
meditite-default,platinum,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
meditite-default,ruby,"Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends."
meditite-default,sapphire,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon's training.
meditite-default,scarlet,It never skips its daily yoga training. It heightens its inner strength through meditation.
meditite-default,shining-pearl,"It never misses its daily yoga workouts, and it heightens its spiritual power through meditation."
meditite-default,soulsilver,It meditates to heighten its inner energy and to float in the air. It eats one berry a day.
meditite-default,violet,It meditates to heighten its inner energy and to float in the air. It eats one berry a day.
meditite-default,white,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
meditite-default,white-2,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
meditite-default,x,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
meditite-default,y,"It eats just one berry a day. By enduring hunger, its spirit is tempered and made sharper."
meganium-default,alpha-sapphire,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit."
meganium-default,black,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,black-2,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,brilliant-diamond,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,crystal,"Anyone who stands beside it becomes refreshed, just as if they were relaxing in a sunny forest."
meganium-default,diamond,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,emerald,"The fragrance of a Meganium's flower soothes and calms emotions. In battle, it gives off more of its becalming scent to blunt the foe's fighting spirit."
meganium-default,firered,Meganium's breath has the power to revive dead grass and plants. It can make them healthy again.
meganium-default,gold,The aroma that rises from its petals contains a substance that calms aggressive feelings.
meganium-default,heartgold,The aroma that rises from its petals contains a substance that calms aggressive feelings.
meganium-default,leafgreen,The aroma that rises from its petals contains a substance that calms aggressive feelings.
meganium-default,legends-za,The aroma that rises from its petals contains a substance that calms aggressive feelings.
meganium-default,omega-ruby,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit."
meganium-default,pearl,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,platinum,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,ruby,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit."
meganium-default,sapphire,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit."
meganium-default,scarlet,"Anyone who stands beside it becomes refreshed, just as if they were soaking in the soothing atmosphere of a forest."
meganium-default,shining-pearl,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,silver,Meganium's breath has the power to revive dead grass and plants. It can make them healthy again.
meganium-default,soulsilver,Meganium's breath has the power to revive dead grass and plants. It can make them healthy again.
meganium-default,stadium-2,The aroma that rises from its petals contains a substance that calms aggressive feelings.
meganium-default,stadium-2,Meganium's breath has the power to revive dead grass and plants. It can make them healthy again.
meganium-default,violet,Meganium’s breath holds within it the power to revive grasses and plants that have withered.
meganium-default,white,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,white-2,Its breath has the fantastic ability to revive dead plants and flowers.
meganium-default,x,The aroma that rises from its petals contains a substance that calms aggressive feelings.
meganium-default,y,Meganium's breath has the power to revive dead grass and plants. It can make them healthy again.
meganium-mega-evolution,legends-za,This Pokémon can fire a tremendously powerful Solar Beam from its four flowers. Another name for this is Mega Sol Cannon.
melmetal-default,legends-za,"It was worshipped long ago for its capacity to produce iron. For some reason, it has come back to life after 3,000 years."
melmetal-default,lets-go-eevee,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
melmetal-default,lets-go-pikachu,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
melmetal-default,shield,Centrifugal force is behind the punches of Melmetal's heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.
melmetal-default,sword,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan."
melmetal-gigantamax,shield,It can send electric beams streaking out from the hole in its belly. The beams' tremendous energy can vaporize an opponent in one shot.
melmetal-gigantamax,sword,"In a distant land, there are legends about a cyclopean giant. In fact, the giant was a Melmetal that was flooded with Gigantamax energy."
meloetta-aria,alpha-sapphire,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
meloetta-aria,black,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
meloetta-aria,black-2,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.
meloetta-aria,legends-za,"Sung using a special vocalization technique, Meloetta's songs can manipulate the emotions of those who hear them."
meloetta-aria,omega-ruby,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.
meloetta-aria,white,Many famous songs have been inspired by the melodies that Meloetta plays.
meloetta-aria,white-2,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.
meloetta-aria,x,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.
meloetta-aria,y,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
meloetta-pirouette,legends-za,"Now that it has reclaimed a long-forgotten song, Meloetta captivates everyone with its enchanting dance steps."
meltan-default,legends-za,Its body is made up of molten steel. It melts particles of iron and other metals it finds in the ground and absorbs them into itself.
meltan-default,lets-go-eevee,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
meltan-default,lets-go-pikachu,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
meltan-default,shield,"They live as a group, but when the time comes, one strong Meltan will absorb all the others and evolve.*"
meltan-default,sword,It dissolves and eats metal. Circulating liquid metal within its body is how it generates energy.*
meowscarada-default,scarlet,"This Pokémon uses the reflective fur lining in its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
meowscarada-default,violet,"With skillful misdirection, it rigs foes with pollen-packed flower bombs. Meowscarada sets off the bombs before its foes realize what's going on."
meowstic-female,legends-za,"Females are a bit more selfish and aggressive than males. If they don't get what they want, they will torment you with their psychic abilities."
meowstic-female,scarlet,Female Meowstic are more aggressive than males. Their expression remains blank even while they're wielding immense psychic power.
meowstic-female,shield,"If it doesn't hold back when it unleashes its psychic power, it can tear apart a tanker. Its unfriendliness is part of its charm."
meowstic-female,sword,"Females are a bit more selfish and aggressive than males. If they don't get what they want, they will torment you with their psychic abilities."
meowstic-female,violet,"When they sense danger, they exert their psychic power at its maximum output. They have no regard for their opponents."
meowstic-male,alpha-sapphire,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
meowstic-male,legends-za,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
meowstic-male,omega-ruby,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
meowstic-male,scarlet,"Though it has enough psychic power to blast away any opponent, Meowstic prefers to support its allies rather than attack."
meowstic-male,shield,The defensive instinct of the males is strong. It's when they're protecting themselves or their partners that they unleash their full power.
meowstic-male,sword,"Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however."
meowstic-male,violet,"If Meowstic continuously emits its powerful psychic energy, it will damage its own body."
meowstic-male,x,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
meowstic-male,y,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
meowstic-mega-evolution,legends-za,Mega Meowstic can use its psychic power to compress or expand anything. It overwhelms foes by contorting space itself.
meowth-alolan,legends-za,"It's fickle, selfish, and easily bored. This species is very popular with certain Trainers-ones who prefer fulfilling others' needs over their own."
meowth-alolan,lets-go-eevee,"Highly intelligent and prideful, it's famously difficult to handle—but that's also a reason for its popularity."
meowth-alolan,lets-go-pikachu,"Highly intelligent and prideful, it's famously difficult to handle—but that's also a reason for its popularity."
meowth-alolan,moon,"When its delicate pride is wounded, or when the gold coin on its forehead is dirtied, it flies into a hysterical rage."
meowth-alolan,shield,"Deeply proud and keenly smart, this Pokémon moves with cunning during battle and relentlessly attacks enemies' weak points."
meowth-alolan,sun,"This Pokémon was not originally found in Alola. Human actions caused a surge in their numbers, and they went feral. They're prideful and crafty."
meowth-alolan,sword,"It's accustomed to luxury because it used to live with Alolan royalty. As a result, it's very picky about food."
meowth-alolan,ultra-moon,A royal house that flourished in the distant past brought it here from another region. Meowth is both selfish and prideful.
meowth-alolan,ultra-sun,"It's impulsive, selfish, and fickle. It's very popular with some Trainers who like giving it the attention it needs."
meowth-default,alpha-sapphire,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light."
meowth-default,black,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,black-2,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,blue,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
meowth-default,brilliant-diamond,"It is nocturnal by nature. If it spots something shiny, its eyes glitter as brightly as the shiny object."
meowth-default,crystal,"It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too."
meowth-default,diamond,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,emerald,"Meowth withdraw their sharp claws into their paws to silently sneak about. For some reason, this Pokémon loves shiny coins that glitter with light."
meowth-default,firered,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow."
meowth-default,gold,It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.
meowth-default,heartgold,It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.
meowth-default,leafgreen,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.
meowth-default,legends-za,"It loves anything that shines. It especially adores coins, which it will pick up and stash somewhere."
meowth-default,lets-go-eevee,Appears to be more active at night. It loves round and shiny things. It can't stop itself from picking them up.
meowth-default,lets-go-pikachu,Appears to be more active at night. It loves round and shiny things. It can't stop itself from picking them up.
meowth-default,moon,It loves shiny things. It often fights with Murkrow over prey they're both trying to catch.
meowth-default,omega-ruby,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light."
meowth-default,pearl,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,platinum,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,red,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
meowth-default,ruby,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light."
meowth-default,sapphire,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light."
meowth-default,scarlet,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow."
meowth-default,shield,It washes its face regularly to keep the coin on its forehead spotless. It doesn't get along with Galarian Meowth.
meowth-default,shining-pearl,"It is nocturnal by nature. If it spots something shiny, its eyes glitter as brightly as the shiny object."
meowth-default,silver,It loves anything that shines. It especially adores coins that it picks up and secretly hoards.
meowth-default,soulsilver,It loves anything that shines. It especially adores coins that it picks up and secretly hoards.
meowth-default,stadium,"Sleeps in the daytime. At night, its eyes glow as it happily collects coins, its favorite things."
meowth-default,stadium-2,It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.
meowth-default,stadium-2,It loves anything that shines. It especially adores coins that it picks up and secretly hoards.
meowth-default,sun,"It lies around all day, becoming active near dusk. At night, it wanders the city in search of loose change."
meowth-default,sword,"It loves to collect shiny things. If it's in a good mood, it might even let its Trainer have a look at its hoard of treasures."
meowth-default,ultra-moon,"It loves coins, so if you give it one, you can make friends with Meowth easily. But it's fickle, so you can't count on that friendship lasting."
meowth-default,ultra-sun,"When visiting a junkyard, you may catch sight of it having an intense fight with Murkrow over shiny objects."
meowth-default,violet,"It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines, too."
meowth-default,white,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,white-2,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,x,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
meowth-default,y,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.
meowth-default,yellow,Appears to be more active at night. It loves round and shiny things. It can't stop from picking them up.
meowth-galarian,legends-za,Its unkempt beard is a vestige from living in cold climes. It fights dauntlessly using its steel claws.
meowth-galarian,shield,"These daring Pokémon have coins on their foreheads. Darker coins are harder, and harder coins garner more respect among Meowth."
meowth-galarian,sword,"Living with a savage, seafaring people has toughened this Pokémon's body so much that parts of it have turned to iron."
meowth-gigantamax,shield,Its body has grown incredibly long and the coin on its forehead has grown incredibly large—all thanks to Gigantamax power.
meowth-gigantamax,sword,The pattern that has appeared on its giant coin is thought to be the key to unlocking the secrets of the Dynamax phenomenon.
mesprit-default,alpha-sapphire,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.
mesprit-default,black,"When Mesprit flew, people learned the joy and sadness of living. It was the birth of emotions."
mesprit-default,black-2,"When Mesprit flew, people learned the joy and sadness of living. It was the birth of emotions."
mesprit-default,brilliant-diamond,"It is known as the Being of Emotion. It taught humans the nobility of sorrow, pain, and joy."
mesprit-default,diamond,"Known as ""The Being of Emotion."" It taught humans the nobility of sorrow, pain, and joy."
mesprit-default,heartgold,"This Pokémon is said to have endowed the human heart with emotions, such as sorrow and joy."
mesprit-default,legends-arceus,"Known as the Being of Emotion. In legend, this Pokémon was feared, as any who showed disrespect would have their emotions thrown into disarray."
mesprit-default,omega-ruby,"Known as ""The Being of Emotion."" It taught humans the nobility of sorrow, pain, and joy."
mesprit-default,pearl,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.
mesprit-default,platinum,"When Mesprit flew, people learned the joy and sadness of living. It was the birth of emotions."
mesprit-default,shining-pearl,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.
mesprit-default,soulsilver,"This Pokémon is said to have endowed the human heart with emotions, such as sorrow and joy."
mesprit-default,white,"When Mesprit flew, people learned the joy and sadness of living. It was the birth of emotions."
mesprit-default,white-2,"When Mesprit flew, people learned the joy and sadness of living. It was the birth of emotions."
mesprit-default,x,"Known as ""The Being of Emotion."" It taught humans the nobility of sorrow, pain, and joy."
mesprit-default,y,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.
metagross-default,alpha-sapphire,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
metagross-default,black,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,black-2,"With four linked brains, it's more intelligent than a supercomputer, and it uses calculations to analyze foes."
metagross-default,brilliant-diamond,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,diamond,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,emerald,"Metagross has four brains that are joined by a complex neural network. As a result of integration, this Pokémon is smarter than a supercomputer."
metagross-default,firered,It is formed by two Metang fusing. Its four brains are said to be superior to a supercomputer.
metagross-default,heartgold,It folds its four legs when flying. Its four brains are said to be superior to a supercomputer.
metagross-default,leafgreen,It is formed by two Metang fusing. Its four brains are said to be superior to a supercomputer.
metagross-default,legends-za,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,moon,"A linkage of two Metang, this Pokémon can perform any calculation in a flash by utilizing parallel processing in its four brains."
metagross-default,omega-ruby,"Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs."
metagross-default,pearl,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,platinum,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,ruby,"Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs."
metagross-default,sapphire,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
metagross-default,scarlet,It folds its four legs when flying. Its four brains are said to be superior to a supercomputer.
metagross-default,shield,Metagross is the result of the fusion of two Metang. This Pokémon defeats its opponents through use of its supercomputer-level brain.
metagross-default,shining-pearl,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,soulsilver,It folds its four legs when flying. Its four brains are said to be superior to a supercomputer.
metagross-default,sun,It firmly pins its prey using its four claws and large body. Then the teeth in the mouth on its stomach chew the prey to bits.
metagross-default,sword,"Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy."
metagross-default,ultra-moon,"It analyzes its opponents with more accuracy than a supercomputer, which enables it to calmly back them into a corner."
metagross-default,ultra-sun,It boasts not only psychic powers but also fantastic strength. It grabs its prey with its four legs and holds them in place with its claws.
metagross-default,violet,It firmly pins its prey using its four claws and large body. Then Metagross uses the mouth on its stomach to chew its prey to bits.
metagross-default,white,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-default,white-2,"With four linked brains, it's more intelligent than a supercomputer, and it uses calculations to analyze foes."
metagross-default,x,"With four linked brains, it's more intelligent than a supercomputer, and it uses calculations to analyze foes."
metagross-default,y,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
metagross-mega-evolution,legends-za,"This form results from one Metagross, one Metang, and two Beldum linking up."
metagross-mega-evolution,moon,Mega Evolution stimulated its brain. It emerged as a ruthless Pokémon that will clutch at any means of ensuring its victories.
metagross-mega-evolution,sun,"This form results from one Metagross, one Metang, and two Beldum linking up."
metagross-mega-evolution,ultra-moon,"When it knows it can't win, it digs the claws on its legs into its opponent and starts the countdown to a big explosion."
metagross-mega-evolution,ultra-sun,"Its intellect surpasses its previous level, resulting in battles so cruel, they'll make you want to cover your eyes."
metang-default,alpha-sapphire,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed."
metang-default,black,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,black-2,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
metang-default,brilliant-diamond,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,diamond,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,emerald,The claws tipping its arms pack the destructive power to tear through thick iron sheets as if they were silk. It flies at over 60 miles per hour.
metang-default,firered,"It floats midair using magnetism. Its body is so tough, even a crash with a jet plane won't leave a scratch."
metang-default,heartgold,"When two Beldum fuse together, a magnetic nervous system places their brains in union."
metang-default,leafgreen,"It floats midair using magnetism. Its body is so tough, even a crash with a jet plane won't leave a scratch."
metang-default,legends-za,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,moon,"It adores magnetic minerals, so it pursues Nosepass at speeds exceeding 60 mph."
metang-default,omega-ruby,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power."
metang-default,pearl,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,platinum,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,ruby,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power."
metang-default,sapphire,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed."
metang-default,scarlet,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
metang-default,shield,"Using magnetic forces to stay aloft, this Pokémon flies at high speeds, weaving through harsh mountain terrain in pursuit of prey."
metang-default,shining-pearl,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,soulsilver,"When two Beldum fuse together, a magnetic nervous system places their brains in union."
metang-default,sun,"When two Beldum link together, their psychic power is doubled. Their intelligence, however, remains unchanged."
metang-default,sword,"Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers."
metang-default,ultra-moon,"It flies at high speeds around the skies. When it finds its prey, Metang takes a firm grip with its sharp claws and never lets go."
metang-default,ultra-sun,"With its two brains, it fires powerful psychic energy to stop its prey in their tracks."
metang-default,violet,"It adores magnetic minerals, so it pursues Nosepass at speeds exceeding 60 mph."
metang-default,white,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,white-2,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
metang-default,x,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
metang-default,y,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
metapod-default,alpha-sapphire,The shell covering this Pokémon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
metapod-default,black,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,black-2,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,blue,"This Pokémon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
metapod-default,brilliant-diamond,A steel-hard shell protects its tender body. The Pokémon quietly endures hardships while awaiting evolution.
metapod-default,crystal,"This is its pre-evolved form. At this stage, it can only harden, so it remains motionless to avoid attack."
metapod-default,diamond,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,emerald,Its shell is as hard as an iron slab. A Metapod does not move very much because it is preparing its soft innards for evolution inside the shell.
metapod-default,firered,"Even though it is encased in a sturdy shell, the body inside is tender. It can't withstand a harsh attack."
metapod-default,gold,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell."
metapod-default,heartgold,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell."
metapod-default,leafgreen,"This Pokémon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
metapod-default,lets-go-eevee,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell."
metapod-default,lets-go-pikachu,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell."
metapod-default,moon,"Its shell is hard, but it's still just a bug shell. It's been known to break, so intense battles with it should be avoided."
metapod-default,omega-ruby,The shell covering this Pokémon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
metapod-default,pearl,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,platinum,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,red,"This Pokémon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
metapod-default,ruby,The shell covering this Pokémon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
metapod-default,sapphire,The shell covering this Pokémon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
metapod-default,shield,"Even though it is encased in a sturdy shell, the body inside is tender. It can't withstand a harsh attack."
metapod-default,shining-pearl,A steel-hard shell protects its tender body. The Pokémon quietly endures hardships while awaiting evolution.
metapod-default,silver,It prepares for evolution by hardening its shell as much as possible to protect its soft body.
metapod-default,soulsilver,It prepares for evolution by hardening its shell as much as possible to protect its soft body.
metapod-default,stadium,"When it hardens, only the external shell is transformed. The inside remains tender."
metapod-default,stadium-2,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell. It prepares for evolution by hardening its shell as much as possible to protect its soft body."
metapod-default,sun,Its shell is filled with its soft innards. It doesn't move much because of the risk it might carelessly spill its innards out.
metapod-default,sword,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack."
metapod-default,ultra-moon,"Its hard shell doesn't crack a bit even if Pikipek pecks at it, but it will tip over, spilling out its insides."
metapod-default,ultra-sun,Its shell is filled with a thick liquid. All of the cells throughout its body are being rebuilt in preparation for evolution.
metapod-default,white,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,white-2,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,x,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
metapod-default,y,"This Pokémon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
metapod-default,yellow,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell."
mew-default,alpha-sapphire,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
mew-default,black,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,black-2,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,blue,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
mew-default,brilliant-diamond,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,crystal,"Because it can learn any move, some people began research to see if it is the ancestor of all Pokémon."
mew-default,diamond,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,emerald,"A Mew is said to possess the genes of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
mew-default,firered,A Pokémon of South America that was thought to have been extinct. It is very intelligent and learns any move.
mew-default,gold,"Apparently, it appears only to those people who are pure of heart and have a strong desire to see it."
mew-default,heartgold,"Apparently, it appears only to those people who are pure of heart and have a strong desire to see it."
mew-default,leafgreen,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
mew-default,lets-go-eevee,"When viewed through a microscope, this Pokémon's short, fine, delicate hair can be seen."
mew-default,lets-go-pikachu,"When viewed through a microscope, this Pokémon's short, fine, delicate hair can be seen."
mew-default,omega-ruby,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
