ability_id,version_identifier,flavor_text
98,platinum,The Pokémon only takes damage from attacks.
98,sun-moon,The Pokémon only takes damage from attacks.
98,sword-shield,The Pokémon only takes damage from attacks.
98,the-teal-mask,The Pokémon only takes damage from attacks.
98,ultra-sun-ultra-moon,The Pokémon only takes damage from attacks.
98,x-y,The Pokémon only takes damage from attacks.
99,black-2-white-2,Ensures attacks by or against the Pokémon land.
99,black-white,Ensures attacks by or against the Pokémon land.
99,diamond-pearl,Ensures the Pokémon and its foe’s attacks land.
99,heartgold-soulsilver,Ensures both Pokémon’s and foe’s attacks land.
99,lets-go-pikachu-lets-go-eevee,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.
99,omega-ruby-alpha-sapphire,Ensures that attacks by or against the Pokémon will land.
99,platinum,Ensures the Pokémon and its foe’s attacks land.
99,scarlet-violet,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.
99,sun-moon,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.
99,sword-shield,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.
99,ultra-sun-ultra-moon,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.
99,x-y,Ensures attacks by or against the Pokémon land.
100,black-2-white-2,The Pokémon moves after all other Pokémon do.
100,black-white,The Pokémon moves after all other Pokémon do.
100,diamond-pearl,The Pokémon moves after even slower foes.
100,heartgold-soulsilver,The Pokémon moves after even slower foes.
100,lets-go-pikachu-lets-go-eevee,The Pokémon moves after all other Pokémon do.
100,omega-ruby-alpha-sapphire,The Pokémon moves after all other Pokémon do.
100,platinum,The Pokémon moves after even slower foes.
100,scarlet-violet,The Pokémon is always the last to use its moves.
100,sun-moon,The Pokémon moves after all other Pokémon do.
100,sword-shield,The Pokémon moves after all other Pokémon do.
100,ultra-sun-ultra-moon,The Pokémon moves after all other Pokémon do.
100,x-y,The Pokémon moves after all other Pokémon do.
101,black-2-white-2,Powers up the Pokémon’s weaker moves.
101,black-white,Powers up the Pokémon’s weaker moves.
101,diamond-pearl,Powers up the Pokémon’s weaker moves.
101,heartgold-soulsilver,Powers up the Pokémon’s weaker moves.
101,lets-go-pikachu-lets-go-eevee,Powers up the Pokémon’s weaker moves.
101,omega-ruby-alpha-sapphire,Powers up the Pokémon’s weaker moves.
101,platinum,Powers up the Pokémon’s weaker moves.
101,scarlet-violet,Powers up weak moves so the Pokémon can deal more damage with them.
101,sun-moon,Powers up the Pokémon’s weaker moves.
101,sword-shield,Powers up the Pokémon’s weaker moves.
101,ultra-sun-ultra-moon,Powers up the Pokémon’s weaker moves.
101,x-y,Powers up the Pokémon’s weaker moves.
102,black-2-white-2,Prevents problems with status in sunny weather.
102,black-white,Prevents problems with status in sunny weather.
102,diamond-pearl,Prevents status problems in sunny weather.
102,heartgold-soulsilver,Prevents problems with status in sunny weather.
102,lets-go-pikachu-lets-go-eevee,Prevents status conditions in harsh sunlight.
102,omega-ruby-alpha-sapphire,Prevents status conditions in sunny weather.
102,platinum,Prevents status problems in sunny weather.
102,scarlet-violet,Prevents status conditions in harsh sunlight.
102,sun-moon,Prevents status conditions in sunny weather.
102,sword-shield,Prevents status conditions in harsh sunlight.
102,ultra-sun-ultra-moon,Prevents status conditions in harsh sunlight.
102,x-y,Prevents status conditions in sunny weather.
103,black-2-white-2,The Pokémon can’t use any held items.
103,black-white,The Pokémon can’t use any held items.
103,diamond-pearl,The Pokémon can’t use any held items.
103,heartgold-soulsilver,The Pokémon can’t use any held items.
103,lets-go-pikachu-lets-go-eevee,The Pokémon can’t use any held items.
103,omega-ruby-alpha-sapphire,The Pokémon can’t use any held items.
103,platinum,The Pokémon can’t use any held items.
103,scarlet-violet,The Pokémon can't use any held items.
103,sun-moon,The Pokémon can’t use any held items.
103,sword-shield,The Pokémon can’t use any held items.
103,ultra-sun-ultra-moon,The Pokémon can’t use any held items.
103,x-y,The Pokémon can’t use any held items.
104,black-2-white-2,Moves can be used regardless of Abilities.
104,black-white,Moves can be used regardless of Abilities.
104,diamond-pearl,Moves can be used regardless of abilities.
104,heartgold-soulsilver,Moves can be used regardless of abilities.
104,lets-go-pikachu-lets-go-eevee,Moves can be used on the target regardless of its Abilities.
104,omega-ruby-alpha-sapphire,Moves can be used on the target regardless of its Abilities.
104,platinum,Moves can be used regardless of abilities.
104,scarlet-violet,The Pokémon's moves are unimpeded by the Ability of the target.
104,sun-moon,Moves can be used on the target regardless of its Abilities.
104,sword-shield,Moves can be used on the target regardless of its Abilities.
104,ultra-sun-ultra-moon,Moves can be used on the target regardless of its Abilities.
104,x-y,Moves can be used on the target regardless of its Abilities.
105,black-2-white-2,Heightens the critical- hit ratios of moves.
105,black-white,Heightens the critical- hit ratios of moves.
105,diamond-pearl,Heightens the critical-hit ratios of moves.
105,heartgold-soulsilver,Heightens the critical- hit ratios of moves.
105,lets-go-pikachu-lets-go-eevee,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.
105,omega-ruby-alpha-sapphire,Boosts the critical-hit ratios of moves.
105,platinum,Heightens the critical-hit ratios of moves.
105,scarlet-violet,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.
105,sun-moon,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.
105,sword-shield,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.
105,ultra-sun-ultra-moon,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.
105,x-y,Boosts the critical-hit ratios of moves.
106,black-2-white-2,Damages the attacker landing the finishing hit.
106,black-white,Damages the attacker landing the finishing hit.
106,diamond-pearl,Damages the foe landing the finishing hit.
106,heartgold-soulsilver,Damages the foe landing the finishing hit.
106,lets-go-pikachu-lets-go-eevee,Damages the attacker if it contacts the Pokémon with a finishing hit.
106,omega-ruby-alpha-sapphire,Damages the attacker landing the finishing hit.
106,platinum,Damages the foe landing the finishing hit.
106,scarlet-violet,Damages the attacker if it knocks out the Pokémon with a move that makes direct contact.
106,sun-moon,Damages the attacker if it contacts the Pokémon with a finishing hit.
106,sword-shield,Damages the attacker if it contacts the Pokémon with a finishing hit.
106,ultra-sun-ultra-moon,Damages the attacker if it contacts the Pokémon with a finishing hit.
106,x-y,Damages the attacker landing the finishing hit.
107,black-2-white-2,Senses a foe’s dangerous moves.
107,black-white,Senses a foe’s dangerous moves.
107,diamond-pearl,Senses the foe’s dangerous moves.
107,heartgold-soulsilver,Senses the foe’s dangerous moves.
107,lets-go-pikachu-lets-go-eevee,The Pokémon can sense an opposing Pokémon’s dangerous moves.
107,omega-ruby-alpha-sapphire,Senses an opposing Pokémon’s dangerous moves.
107,platinum,Senses the foe’s dangerous moves.
107,scarlet-violet,The Pokémon can sense an opposing Pokémon's dangerous moves.
107,sun-moon,The Pokémon can sense an opposing Pokémon’s dangerous moves.
107,sword-shield,The Pokémon can sense an opposing Pokémon’s dangerous moves.
107,ultra-sun-ultra-moon,The Pokémon can sense an opposing Pokémon’s dangerous moves.
107,x-y,Senses an opposing Pokémon’s dangerous moves.
108,black-2-white-2,Determines what moves a foe has.
108,black-white,Determines what moves a foe has.
108,diamond-pearl,Determines what moves the foe has.
108,heartgold-soulsilver,Determines what moves the foe has.
108,lets-go-pikachu-lets-go-eevee,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has."
108,omega-ruby-alpha-sapphire,Determines what moves an opposing Pokémon has.
108,platinum,Determines what moves the foe has.
108,scarlet-violet,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has."
108,sun-moon,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has."
108,sword-shield,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has."
108,ultra-sun-ultra-moon,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has."
108,x-y,Determines what moves an opposing Pokémon has.
109,black-2-white-2,Ignores any stat changes in the Pokémon.
109,black-white,Ignores any stat changes in the Pokémon.
109,diamond-pearl,Ignores any change in ability by the foe.
109,heartgold-soulsilver,Ignores any change in ability by the foe.
109,lets-go-pikachu-lets-go-eevee,"When attacking, the Pokémon ignores the target Pokémon’s stat changes."
109,omega-ruby-alpha-sapphire,Ignores the opposing Pokémon’s stat changes.
109,platinum,Ignores any change in ability by the foe.
109,scarlet-violet,"When attacking, the Pokémon ignores the target's stat changes."
109,sun-moon,"When attacking, the Pokémon ignores the target Pokémon’s stat changes."
109,sword-shield,"When attacking, the Pokémon ignores the target Pokémon’s stat changes."
109,ultra-sun-ultra-moon,"When attacking, the Pokémon ignores the target Pokémon’s stat changes."
109,x-y,Ignores the opposing Pokémon’s stat changes.
110,black-2-white-2,Powers up “not very effective” moves.
110,black-white,Powers up “not very effective” moves.
110,diamond-pearl,Powers up “not very effective” moves.
110,heartgold-soulsilver,Powers up “not very effective” moves.
110,lets-go-pikachu-lets-go-eevee,The Pokémon can use “not very effective” moves to deal regular damage.
110,omega-ruby-alpha-sapphire,Powers up “not very effective” moves.
110,platinum,Powers up “not very effective” moves.
110,scarlet-violet,The Pokémon can use “not very effective” moves to deal regular damage.
110,sun-moon,The Pokémon can use “not very effective” moves to deal regular damage.
110,sword-shield,The Pokémon can use “not very effective” moves to deal regular damage.
110,ultra-sun-ultra-moon,The Pokémon can use “not very effective” moves to deal regular damage.
110,x-y,Powers up “not very effective” moves.
111,black-2-white-2,Reduces damage from supereffective attacks.
111,black-white,Reduces damage from supereffective attacks.
111,diamond-pearl,Powers down super­ effective moves.
111,heartgold-soulsilver,Reduces damage from supereffective attacks.
111,lets-go-pikachu-lets-go-eevee,Reduces the power of supereffective attacks taken.
111,omega-ruby-alpha-sapphire,Reduces damage from supereffective attacks.
111,platinum,Powers down super­ effective moves.
111,scarlet-violet,Reduces the power of supereffective attacks that hit the Pokémon.
111,sun-moon,Reduces the power of supereffective attacks taken.
111,sword-shield,Reduces the power of supereffective attacks taken.
111,ultra-sun-ultra-moon,Reduces the power of supereffective attacks taken.
111,x-y,Reduces damage from supereffective attacks.
112,black-2-white-2,Temporarily halves Attack and Speed.
112,black-white,Temporarily halves Attack and Speed.
112,diamond-pearl,Temporarily halves Attack and Speed.
112,heartgold-soulsilver,Temporarily halves Attack and Speed.
112,lets-go-pikachu-lets-go-eevee,"For five turns, the Pokémon’s Attack and Speed stats are halved."
112,omega-ruby-alpha-sapphire,Temporarily halves the Pokémon’s Attack and Speed stats.
112,platinum,Temporarily halves Attack and Speed.
112,scarlet-violet,"For five turns, the Pokémon's Attack and Speed stats are halved."
112,sun-moon,"For five turns, the Pokémon’s Attack and Speed stats are halved."
112,sword-shield,"For five turns, the Pokémon’s Attack and Speed stats are halved."
112,ultra-sun-ultra-moon,"For five turns, the Pokémon’s Attack and Speed stats are halved."
112,x-y,Temporarily halves the Pokémon’s Attack and Speed stats.
113,black-2-white-2,Enables moves to hit Ghost-type Pokémon.
113,black-white,Enables moves to hit Ghost-type Pokémon.
113,diamond-pearl,Enables moves to hit Ghost-type foes.
113,heartgold-soulsilver,Enables moves to hit Ghost-type foes.
113,lets-go-pikachu-lets-go-eevee,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.
113,omega-ruby-alpha-sapphire,Makes Normal- and Fighting-type moves hit Ghost-type Pokémon.
113,platinum,Enables moves to hit Ghost-type foes.
113,scarlet-violet,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves. It is also unaffected by Intimidate.
113,sun-moon,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.
113,sword-shield,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.
113,ultra-sun-ultra-moon,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.
113,x-y,Makes Normal- and Fighting-type moves hit Ghost-type Pokémon.
114,black-2-white-2,Draws in all Water-type moves to up Sp. Attack.
114,black-white,Draws in all Water-type moves to up Sp. Attack.
114,diamond-pearl,The Pokémon draws in all Water-type moves.
114,heartgold-soulsilver,The Pokémon draws in all Water-type moves.
114,lets-go-pikachu-lets-go-eevee,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk."
114,omega-ruby-alpha-sapphire,Draws in all Water-type moves to boost its Sp. Atk stat.
114,platinum,The Pokémon draws in all Water-type moves.
114,scarlet-violet,"The Pokémon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted."
114,sun-moon,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk."
114,sword-shield,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk."
114,ultra-sun-ultra-moon,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk."
114,x-y,Draws in all Water-type moves to boost its Sp. Atk stat.
115,black-2-white-2,The Pokémon gradually regains HP in a hailstorm.
115,black-white,The Pokémon gradually regains HP in a hailstorm.
115,diamond-pearl,The Pokémon regains HP in a hailstorm.
115,heartgold-soulsilver,The Pokémon regains HP in a hailstorm.
115,lets-go-pikachu-lets-go-eevee,The Pokémon gradually regains HP in a hailstorm.
115,omega-ruby-alpha-sapphire,The Pokémon gradually regains HP in a hailstorm.
115,platinum,The Pokémon regains HP in a hailstorm.
115,scarlet-violet,The Pokémon gradually regains HP in snow.
115,sun-moon,The Pokémon gradually regains HP in a hailstorm.
115,sword-shield,The Pokémon gradually regains HP in a hailstorm.
115,ultra-sun-ultra-moon,The Pokémon gradually regains HP in a hailstorm.
115,x-y,The Pokémon gradually regains HP in a hailstorm.
116,black-2-white-2,Reduces damage from supereffective attacks.
116,black-white,Reduces damage from supereffective attacks.
116,diamond-pearl,Powers down super­ effective moves.
116,heartgold-soulsilver,Reduces damage from supereffective attacks
116,lets-go-pikachu-lets-go-eevee,Reduces the power of supereffective attacks taken.
116,omega-ruby-alpha-sapphire,Reduces damage from supereffective attacks.
116,platinum,Powers down super­ effective moves.
116,scarlet-violet,Reduces the power of supereffective attacks that hit the Pokémon.
116,sun-moon,Reduces the power of supereffective attacks taken.
116,sword-shield,Reduces the power of supereffective attacks taken.
116,ultra-sun-ultra-moon,Reduces the power of supereffective attacks taken.
116,x-y,Reduces damage from supereffective attacks.
117,black-2-white-2,The Pokémon summons a hailstorm in battle.
117,black-white,The Pokémon summons a hailstorm in battle.
117,diamond-pearl,The Pokémon summons a hailstorm in battle.
117,heartgold-soulsilver,The Pokémon summons a hailstorm in battle.
117,lets-go-pikachu-lets-go-eevee,The Pokémon summons a hailstorm when it enters a battle.
117,omega-ruby-alpha-sapphire,The Pokémon summons a hailstorm when it enters a battle.
117,platinum,The Pokémon summons a hailstorm in battle.
117,scarlet-violet,The Pokémon makes it snow when it enters a battle.
117,sun-moon,The Pokémon summons a hailstorm when it enters a battle.
117,sword-shield,The Pokémon summons a hailstorm when it enters a battle.
117,ultra-sun-ultra-moon,The Pokémon summons a hailstorm when it enters a battle.
117,x-y,The Pokémon summons a hailstorm when it enters a battle.
118,black-2-white-2,The Pokémon may gather Honey from somewhere.
118,black-white,The Pokémon may gather Honey from somewhere.
118,diamond-pearl,The Pokémon may gather Honey from somewhere.
118,heartgold-soulsilver,The Pokémon may gather Honey from somewhere.
118,lets-go-pikachu-lets-go-eevee,The Pokémon may gather Honey after a battle.
118,omega-ruby-alpha-sapphire,The Pokémon may gather Honey from somewhere.
118,platinum,The Pokémon may gather Honey from somewhere.
118,scarlet-violet,The Pokémon may gather Honey after a battle.
118,sun-moon,The Pokémon may gather Honey after a battle.
118,sword-shield,The Pokémon may gather Honey after a battle.
118,ultra-sun-ultra-moon,The Pokémon may gather Honey after a battle.
118,x-y,The Pokémon may gather Honey from somewhere.
119,black-2-white-2,The Pokémon can check a foe’s held item.
119,black-white,The Pokémon can check a foe’s held item.
119,diamond-pearl,The Pokémon can check the foe’s held item.
119,heartgold-soulsilver,The Pokémon can check the foe’s held item.
119,lets-go-pikachu-lets-go-eevee,"When it enters a battle, the Pokémon can check an opposing Pokémon’s held item."
119,omega-ruby-alpha-sapphire,The Pokémon can check an opposing Pokémon’s held item.
119,platinum,The Pokémon can check the foe’s held item.
119,scarlet-violet,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item."
119,sun-moon,"When it enters a battle, the Pokémon can check an opposing Pokémon’s held item."
119,sword-shield,"When it enters a battle, the Pokémon can check an opposing Pokémon’s held item."
119,ultra-sun-ultra-moon,"When it enters a battle, the Pokémon can check an opposing Pokémon’s held item."
119,x-y,The Pokémon can check an opposing Pokémon’s held item.
120,black-2-white-2,Powers up moves that have recoil damage.
120,black-white,Powers up moves that have recoil damage.
120,diamond-pearl,Powers up moves that have recoil damage.
120,heartgold-soulsilver,Powers up moves that have recoil damage.
120,lets-go-pikachu-lets-go-eevee,Powers up moves that have recoil damage.
120,omega-ruby-alpha-sapphire,Powers up moves that have recoil damage.
120,platinum,Powers up moves that have recoil damage.
120,scarlet-violet,Powers up moves that have recoil damage.
120,sun-moon,Powers up moves that have recoil damage.
120,sword-shield,Powers up moves that have recoil damage.
120,ultra-sun-ultra-moon,Powers up moves that have recoil damage.
120,x-y,Powers up moves that have recoil damage.
121,black-2-white-2,Changes type to match the held Plate.
121,black-white,Changes type to match the held Plate.
121,diamond-pearl,Changes type to match the held Plate.
121,heartgold-soulsilver,Changes type to match the held Plate.
121,lets-go-pikachu-lets-go-eevee,Changes the Pokémon’s type to match the Plate or Z-Crystal it holds.
121,omega-ruby-alpha-sapphire,Changes the Pokémon’s type to match the Plate it holds.
121,platinum,Changes type to match the held Plate.
121,scarlet-violet,Changes the Pokémon's type to match the plate it holds.
121,sun-moon,Changes the Pokémon’s type to match the Plate or Z-Crystal it holds.
121,sword-shield,Changes the Pokémon’s type to match the Plate or Z-Crystal it holds.
121,ultra-sun-ultra-moon,Changes the Pokémon’s type to match the Plate or Z-Crystal it holds.
121,x-y,Changes the Pokémon’s type to match the Plate it holds.
122,black-2-white-2,Powers up party Pokémon when it is sunny.
122,black-white,Powers up party Pokémon when it is sunny.
122,diamond-pearl,Powers up party Pokémon when it is sunny.
122,heartgold-soulsilver,Powers up party Pokémon when it is sunny.
122,lets-go-pikachu-lets-go-eevee,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.
122,omega-ruby-alpha-sapphire,Powers up party Pokémon when it is sunny.
122,platinum,Powers up party Pokémon when it is sunny.
122,sun-moon,Boosts the Attack and Sp. Def stats of itself and allies when it is sunny.
122,sword-shield,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.
122,ultra-sun-ultra-moon,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.
122,x-y,Powers up party Pokémon when it is sunny.
123,black-2-white-2,Reduces a sleeping foe’s HP.
123,black-white,Reduces a sleeping foe’s HP.
123,diamond-pearl,Reduces a sleeping foe’s HP.
123,heartgold-soulsilver,Reduces a sleeping foe’s HP.
123,lets-go-pikachu-lets-go-eevee,Reduces the HP of sleeping opposing Pokémon.
123,omega-ruby-alpha-sapphire,Reduces the HP of sleeping opposing Pokémon.
123,platinum,Reduces a sleeping foe’s HP.
123,scarlet-violet,Damages opposing Pokémon that are asleep.
123,sun-moon,Reduces the HP of sleeping opposing Pokémon.
123,sword-shield,Reduces the HP of sleeping opposing Pokémon.
123,ultra-sun-ultra-moon,Reduces the HP of sleeping opposing Pokémon.
123,x-y,Reduces the HP of sleeping opposing Pokémon.
124,black-2-white-2,Steals an item when hit by another Pokémon.
124,black-white,Steals an item when hit by another Pokémon.
124,lets-go-pikachu-lets-go-eevee,Steals an item from an attacker that made direct contact.
124,omega-ruby-alpha-sapphire,Steals an item from an attacker that made direct contact.
124,scarlet-violet,The Pokémon steals the held item from attackers that made direct contact with it.
124,sun-moon,Steals an item from an attacker that made direct contact.
124,sword-shield,Steals an item from an attacker that made direct contact.
124,ultra-sun-ultra-moon,Steals an item from an attacker that made direct contact.
124,x-y,Steals an item from an attacker that made direct contact.
125,black-2-white-2,Removes added effects to increase move damage.
125,black-white,Removes added effects to increase move damage.
125,lets-go-pikachu-lets-go-eevee,Removes additional effects to increase the power of moves when attacking.
125,omega-ruby-alpha-sapphire,Removes additional effects to increase move damage.
125,scarlet-violet,"Removes any additional effects from the Pokémon's moves, but increases the moves' power."
125,sun-moon,Removes additional effects to increase the power of moves when attacking.
125,sword-shield,Removes additional effects to increase the power of moves when attacking.
125,ultra-sun-ultra-moon,Removes additional effects to increase the power of moves when attacking.
125,x-y,Removes additional effects to increase move damage.
126,black-2-white-2,Makes stat changes have an opposite effect.
126,black-white,Makes stat changes have an opposite effect.
126,lets-go-pikachu-lets-go-eevee,Makes stat changes have an opposite effect.
126,omega-ruby-alpha-sapphire,Makes stat changes have an opposite effect.
126,scarlet-violet,Reverses any stat changes affecting the Pokémon so that attempts to boost its stats instead lower them—and attempts to lower its stats will boost them.
126,sun-moon,Makes stat changes have an opposite effect.
126,sword-shield,Makes stat changes have an opposite effect.
126,ultra-sun-ultra-moon,Makes stat changes have an opposite effect.
126,x-y,Makes stat changes have an opposite effect.
127,black-2-white-2,Makes the foe nervous and unable to eat Berries.
127,black-white,Makes the foe nervous and unable to eat Berries.
127,lets-go-pikachu-lets-go-eevee,Unnerves opposing Pokémon and makes them unable to eat Berries.
127,omega-ruby-alpha-sapphire,Unnerves opposing Pokémon and makes them unable to eat Berries.
127,scarlet-violet,Unnerves opposing Pokémon and makes them unable to eat Berries.
127,sun-moon,Unnerves opposing Pokémon and makes them unable to eat Berries.
127,sword-shield,Unnerves opposing Pokémon and makes them unable to eat Berries.
127,ultra-sun-ultra-moon,Unnerves opposing Pokémon and makes them unable to eat Berries.
127,x-y,Unnerves opposing Pokémon and makes them unable to eat Berries.
128,black-2-white-2,When its stats are lowered its Attack increases.
128,black-white,When its stats are lowered its Attack increases.
128,lets-go-pikachu-lets-go-eevee,Boosts the Pokémon’s Attack stat sharply when its stats are lowered.
128,omega-ruby-alpha-sapphire,Boosts the Pokémon’s Attack stat when its stats are lowered.
128,scarlet-violet,"If the Pokémon has any stat lowered by an opposing Pokémon, its Attack stat will be boosted sharply."
128,sun-moon,Boosts the Pokémon’s Attack stat sharply when its stats are lowered.
128,sword-shield,Boosts the Pokémon’s Attack stat sharply when its stats are lowered.
128,ultra-sun-ultra-moon,Boosts the Pokémon’s Attack stat sharply when its stats are lowered.
128,x-y,Boosts the Pokémon’s Attack stat when its stats are lowered.
129,black-2-white-2,Lowers stats when HP becomes half or less.
129,black-white,Lowers stats when HP becomes half or less.
129,lets-go-pikachu-lets-go-eevee,Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
129,omega-ruby-alpha-sapphire,Lowers stats when HP becomes half or less.
129,sun-moon,Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
129,sword-shield,Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
129,ultra-sun-ultra-moon,Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
129,x-y,Lowers stats when HP becomes half or less.
130,black-2-white-2,May disable a move used on the Pokémon.
130,black-white,May disable a move used on the Pokémon.
130,lets-go-pikachu-lets-go-eevee,May disable a move used on the Pokémon.
130,omega-ruby-alpha-sapphire,May disable a move used on the Pokémon.
130,scarlet-violet,May disable a move that has dealt damage to the Pokémon.
130,sun-moon,May disable a move used on the Pokémon.
130,sword-shield,May disable a move used on the Pokémon.
130,ultra-sun-ultra-moon,May disable a move used on the Pokémon.
130,x-y,May disable a move used on the Pokémon.
131,black-2-white-2,May heal an ally’s status conditions.
131,black-white,May heal an ally’s status conditions.
131,lets-go-pikachu-lets-go-eevee,Sometimes heals an ally’s status condition.
131,omega-ruby-alpha-sapphire,Sometimes heals an ally’s status condition.
131,scarlet-violet,Sometimes cures the status conditions of the Pokémon's allies.
131,sun-moon,Sometimes heals an ally’s status condition.
131,sword-shield,Sometimes heals an ally’s status condition.
131,ultra-sun-ultra-moon,Sometimes heals an ally’s status condition.
131,x-y,Sometimes heals an ally’s status condition.
132,black-2-white-2,Reduces damage done to allies.
132,black-white,Reduces damage done to allies.
132,lets-go-pikachu-lets-go-eevee,Reduces damage done to allies.
132,omega-ruby-alpha-sapphire,Reduces damage done to allies.
132,scarlet-violet,Reduces damage dealt to allies.
132,sun-moon,Reduces damage done to allies.
132,sword-shield,Reduces damage done to allies.
132,ultra-sun-ultra-moon,Reduces damage done to allies.
132,x-y,Reduces damage done to allies.
133,black-2-white-2,Physical attacks lower Defense and raise Speed.
133,black-white,Physical attacks lower Defense and raise Speed.
133,lets-go-pikachu-lets-go-eevee,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.
133,omega-ruby-alpha-sapphire,Physical attacks lower its Defense stat and raise its Speed stat.
133,scarlet-violet,"The Pokémon's Defense stat is lowered when it takes damage from physical moves, but its Speed stat is sharply boosted."
133,sun-moon,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.
133,sword-shield,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.
133,ultra-sun-ultra-moon,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.
133,x-y,Physical attacks lower its Defense stat and raise its Speed stat.
134,black-2-white-2,Doubles the Pokémon’s weight.
134,black-white,Doubles the Pokémon’s weight.
134,lets-go-pikachu-lets-go-eevee,Doubles the Pokémon’s weight.
134,omega-ruby-alpha-sapphire,Doubles the Pokémon’s weight.
134,scarlet-violet,Doubles the Pokémon's weight.
134,sun-moon,Doubles the Pokémon’s weight.
134,sword-shield,Doubles the Pokémon’s weight.
134,ultra-sun-ultra-moon,Doubles the Pokémon’s weight.
134,x-y,Doubles the Pokémon’s weight.
135,black-2-white-2,Halves the Pokémon’s weight.
135,black-white,Halves the Pokémon’s weight.
135,lets-go-pikachu-lets-go-eevee,Halves the Pokémon’s weight.
135,omega-ruby-alpha-sapphire,Halves the Pokémon’s weight.
135,scarlet-violet,Halves the Pokémon's weight.
135,sun-moon,Halves the Pokémon’s weight.
135,sword-shield,Halves the Pokémon’s weight.
135,ultra-sun-ultra-moon,Halves the Pokémon’s weight.
135,x-y,Halves the Pokémon’s weight.
136,black-2-white-2,Reduces damage when HP is full.
136,black-white,Reduces damage when HP is full.
136,lets-go-pikachu-lets-go-eevee,Reduces the amount of damage the Pokémon takes while its HP is full.
136,omega-ruby-alpha-sapphire,Reduces the damage taken by the Pokémon when its HP is full.
136,scarlet-violet,Reduces the amount of damage the Pokémon takes while its HP is full.
136,sun-moon,Reduces the amount of damage the Pokémon takes when its HP is full.
136,sword-shield,Reduces the amount of damage the Pokémon takes while its HP is full.
136,ultra-sun-ultra-moon,Reduces the amount of damage the Pokémon takes when its HP is full.
136,x-y,Reduces damage the Pokémon takes when its HP is full.
137,black-2-white-2,Powers up physical attacks when poisoned.
137,black-white,Powers up physical attacks when poisoned.
137,lets-go-pikachu-lets-go-eevee,Powers up physical attacks when the Pokémon is poisoned.
137,omega-ruby-alpha-sapphire,Powers up physical attacks when the Pokémon is poisoned.
137,scarlet-violet,Powers up physical moves when the Pokémon is poisoned.
137,sun-moon,Powers up physical attacks when the Pokémon is poisoned.
137,sword-shield,Powers up physical attacks when the Pokémon is poisoned.
137,ultra-sun-ultra-moon,Powers up physical attacks when the Pokémon is poisoned.
137,x-y,Powers up physical attacks when the Pokémon is poisoned.
138,black-2-white-2,Powers up special attacks when burned.
138,black-white,Powers up special attacks when burned.
138,lets-go-pikachu-lets-go-eevee,Powers up special attacks when the Pokémon is burned.
138,omega-ruby-alpha-sapphire,Powers up special attacks when the Pokémon is burned.
138,scarlet-violet,Powers up special moves when the Pokémon is burned.
138,sun-moon,Powers up special attacks when the Pokémon is burned.
138,sword-shield,Powers up special attacks when the Pokémon is burned.
138,ultra-sun-ultra-moon,Powers up special attacks when the Pokémon is burned.
138,x-y,Powers up special attacks when the Pokémon is burned.
