item_identifier,version_identifier,localized_name
ice-gem,sun-moon,"A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time."
ice-gem,ultra-sun-ultra-moon,"A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time."
ice-gem,x-y,"A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time."
ice-heal,brilliant-diamond-shining-pearl,A spray-type medicine for treating freezing. It can be used to thaw out a single Pokémon that has been frozen solid.
ice-heal,crystal,Defrosts frozen Pokémon.
ice-heal,diamond-pearl,A spray-type medicine. It defrosts a Pokémon that has been frozen solid.
ice-heal,firered-leafgreen,A spray-type medicine. It defrosts a frozen Pokémon.
ice-heal,gold-silver,Defrosts frozen Pokémon.
ice-heal,legends-arceus,A spray-type medicine for treating freezing. It can be used to thaw out a single Pokémon that has been frozen solid.
ice-heal,legends-za,A spray-type medicine for treating freezing. It can be used to thaw out a Pokémon that has been frozen solid.
ice-heal,omega-ruby-alpha-sapphire,A spray-type medicine for freezing. It can be used once to defrost a Pokémon that has been frozen solid.
ice-heal,platinum,A spray-type medicine. It defrosts a Pokémon that has been frozen solid.
ice-heal,scarlet-violet,A spray-type medicine for treating freezing. It can be used to thaw out a Pokémon that has been frozen solid.
ice-heal,sword-shield,A spray-type medicine for treating freezing. It can be used to thaw out a single Pokémon that has been frozen solid.
ice-heal,x-y,A spray-type medicine for freezing. It can be used once to defrost a Pokémon that has been frozen solid.
ice-memory,brilliant-diamond-shining-pearl,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-memory,legends-arceus,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-memory,lets-go-pikachu-lets-go-eevee,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-memory,scarlet-violet,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-memory,sun-moon,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-memory,sword-shield,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-memory,ultra-sun-ultra-moon,A memory disc that contains Ice-type data. It changes the type of the holder if held by a certain species of Pokémon.
ice-stone,brilliant-diamond-shining-pearl,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
ice-stone,legends-arceus,A peculiar stone that can make certain species of Pokémon evolve. It has a snowflake pattern in it.
ice-stone,legends-za,A peculiar stone that can make certain species of Pokémon evolve. It has a snowflake pattern in it.
ice-stone,lets-go-pikachu-lets-go-eevee,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
ice-stone,scarlet-violet,A peculiar stone that can make certain species of Pokémon evolve. It has a snowflake pattern in it.
ice-stone,sun-moon,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
ice-stone,sword-shield,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
ice-stone,ultra-sun-ultra-moon,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
ice-tera-shard,scarlet-violet,"On rare occasions, these shards form when a Tera Pokémon falls in battle and its Tera Jewel shatters."
iceroot-carrot,brilliant-diamond-shining-pearl,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a field covered in snow.
iceroot-carrot,legends-arceus,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a field covered in snow.
iceroot-carrot,scarlet-violet,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a field covered in snow.
iceroot-carrot,sword-shield,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a field covered in snow.
icicle-plate,black-2-white-2,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Ice-type moves.
icicle-plate,black-white,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Ice-type moves.
icicle-plate,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icicle-plate,diamond-pearl,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Ice-type moves.
icicle-plate,legends-arceus,"A stone tablet imbued with the essence of ice. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Ice type."
icicle-plate,lets-go-pikachu-lets-go-eevee,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icicle-plate,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icicle-plate,platinum,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Ice-type moves.
icicle-plate,scarlet-violet,An item to be held by a Pokémon. This stone tablet is imbued with the essence of ice and boosts the power of the holder’s Ice-type moves.
icicle-plate,sun-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icicle-plate,sword-shield,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icicle-plate,ultra-sun-ultra-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icicle-plate,x-y,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Ice-type moves.
icium-z,brilliant-diamond-shining-pearl,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.
icium-z,legends-arceus,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.
icium-z,scarlet-violet,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.
icium-z,sun-moon,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.
icium-z,sword-shield,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.
icium-z,ultra-sun-ultra-moon,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.
icy-rock,black-2-white-2,A Pokémon held item that extends the duration of the move Hail used by the holder.
icy-rock,black-white,A Pokémon held item that extends the duration of the move Hail used by the holder.
icy-rock,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. It extends the duration of the move Hail when used by the holder.
icy-rock,diamond-pearl,A Pokémon hold item that extends the duration of the move Hail used by the holder.
icy-rock,heartgold-soulsilver,A Pokémon held item that extends the duration of the move Hail used by the holder.
icy-rock,legends-arceus,An item to be held by a Pokémon. It extends the duration of the move Hail when used by the holder.
icy-rock,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It extends the duration of the move Hail when it's used by the holder.
icy-rock,platinum,A Pokémon hold item that extends the duration of the move Hail used by the holder.
icy-rock,scarlet-violet,"An item to be held by a Pokémon. When the holder changes the weather to snow, the snow will persist for longer than usual."
icy-rock,sun-moon,An item to be held by a Pokémon. It extends the duration of the move Hail when used by the holder.
icy-rock,sword-shield,An item to be held by a Pokémon. It extends the duration of the move Hail when used by the holder.
icy-rock,ultra-sun-ultra-moon,An item to be held by a Pokémon. It extends the duration of the move Hail when used by the holder.
icy-rock,x-y,An item to be held by a Pokémon. It extends the duration of the move Hail when it's used by the holder.
ilimas-normalium-z,brilliant-diamond-shining-pearl,The Normalium Z you were entrusted with by Ilima. You were asked to place it on the pedestal at the back of Verdant Cavern.
ilimas-normalium-z,legends-arceus,The Normalium Z you were entrusted with by Ilima. You were asked to place it on the pedestal at the back of Verdant Cavern.
ilimas-normalium-z,lets-go-pikachu-lets-go-eevee,The Normalium Z you were entrusted with by Ilima. You were asked to place it on the pedestal at the back of Verdant Cavern.
ilimas-normalium-z,scarlet-violet,The Normalium Z you were entrusted with by Ilima. You were asked to place it on the pedestal at the back of Verdant Cavern.
ilimas-normalium-z,sword-shield,The Normalium Z you were entrusted with by Ilima. You were asked to place it on the pedestal at the back of Verdant Cavern.
ilimas-normalium-z,ultra-sun-ultra-moon,The Normalium Z you were entrusted with by Ilima. You were asked to place it on the pedestal at the back of Verdant Cavern.
impish-mint,brilliant-diamond-shining-pearl,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Atk will grow more slowly."
impish-mint,legends-arceus,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Atk will grow more slowly."
impish-mint,scarlet-violet,"Having a Pokémon smell this mint can make its Defense stat grow stronger. However, its Sp. Atk stat may suffer."
impish-mint,sword-shield,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Atk will grow more slowly."
incinium-z,brilliant-diamond-shining-pearl,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.
incinium-z,legends-arceus,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.
incinium-z,scarlet-violet,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to a Z-Move.
incinium-z,sun-moon,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.
incinium-z,sword-shield,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.
incinium-z,ultra-sun-ultra-moon,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.
indigo-disk,scarlet-violet,"A mysterious disk with indigo shine to it, given to you by the Top Champion. It seems to be tied to Area Zero."
indigo-style-card,scarlet-violet,Having one of these cards increases the selection available to you in boutiques and hair salons.
inquiry-mail,black-2-white-2,Stationery designed for writing questions. Let a Pokémon hold it for delivery.
inquiry-mail,black-white,Stationery designed for writing questions. Let a Pokémon hold it for delivery.
inquiry-mail,x-y,Stationery designed to make it easier to pose a question about something. Have a Pokémon hold it for delivery.
insect-plate,black-2-white-2,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Bug-type moves.
insect-plate,diamond-pearl,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Bug-type moves.
insect-plate,legends-arceus,"A stone tablet imbued with the essence of bugs. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Bug type."
insect-plate,platinum,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Bug-type moves.
insect-plate,scarlet-violet,An item to be held by a Pokémon. This stone tablet is imbued with the essence of bugs and boosts the power of the holder’s Bug-type moves.
insect-plate,sun-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Bug-type moves.
insect-plate,ultra-sun-ultra-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Bug-type moves.
insect-plate,x-y,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Bug-type moves.
instant-noodles,brilliant-diamond-shining-pearl,"One of the many ingredients that can be used for cooking at your camp. It has a junk-food sort of taste, but it goes well with curry."
instant-noodles,legends-arceus,"One of the many ingredients that can be used for cooking at your camp. It has a junk-food sort of taste, but it goes well with curry."
instant-noodles,scarlet-violet,"One of the many ingredients that can be used for cooking at your camp. It has a junk-food sort of taste, but it goes well with curry."
instant-noodles,sword-shield,"One of the many ingredients that can be used for cooking at your camp. It has a junk-food sort of taste, but it goes well with curry."
intriguing-stone,brilliant-diamond-shining-pearl,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,legends-arceus,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,lets-go-pikachu-lets-go-eevee,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,omega-ruby-alpha-sapphire,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,scarlet-violet,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,sun-moon,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,sword-shield,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,ultra-sun-ultra-moon,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
intriguing-stone,x-y,A rather curious stone that might appear to be valuable to some. It's all in the eye of the beholder.
iron,firered-leafgreen,A nutritious drink for Pokémon. It raises the base Defense stat of one Pokémon.
iron,gold-silver,Raises Defense of one Pokémon.
iron,scarlet-violet,A nutritious drink for Pokémon. This drink increases base points for a Pokémon's Defense stat.
iron-ball,black-2-white-2,A Pokémon held item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves.
iron-ball,black-white,A Pokémon held item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves.
iron-ball,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying types and holders that are levitating.
iron-ball,diamond-pearl,A Pokémon hold item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves.
iron-ball,heartgold-soulsilver,A Pokémon held item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves.
iron-ball,legends-arceus,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying types and holders that are levitating.
iron-ball,lets-go-pikachu-lets-go-eevee,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying types and holders that are levitating.
iron-ball,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying-type and levitating holders.
iron-ball,platinum,A Pokémon hold item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves.
iron-ball,scarlet-violet,An item to be held by a Pokémon. It lowers the holder's Speed stat and makes the holder vulnerable to Ground-type moves even if it is a Flying type or is levitating.
iron-ball,sun-moon,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying-type and levitating holders.
iron-ball,sword-shield,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying types and holders that are levitating.
iron-ball,ultra-sun-ultra-moon,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying-type and levitating holders.
iron-ball,x-y,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying-type and levitating holders.
iron-barktongue,legends-arceus,"Mushrooms that, when consumed, make the body of the eater grow tougher. They boost endurance and are one of the materials needed for crafting Aux Guards."
iron-barktongue,scarlet-violet,"Mushrooms that, when consumed, make the body of the eater grow tougher. They boost endurance and are one of the materials needed for crafting Aux Guards."
iron-chunk,legends-arceus,"A naturally occurring hunk of iron. Such ore is needed to make the requisite parts of numerous Poké Ball varieties, such as the clasp that holds the ball shut."
iron-chunk,scarlet-violet,"A naturally occurring hunk of iron. Such ore is needed to make the requisite parts of numerous Poké Ball varieties, such as the clasp that holds the ball shut."
iron-plate,black-2-white-2,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Steel-type moves.
iron-plate,black-white,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Steel-type moves.
iron-plate,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Steel-type moves.
iron-plate,diamond-pearl,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Steel-type moves.
iron-plate,heartgold-soulsilver,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Steel-type moves.
iron-plate,legends-arceus,"A stone tablet imbued with the essence of steel. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Steel type."
iron-plate,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Steel-type moves.
iron-plate,platinum,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Steel-type moves.
iron-plate,scarlet-violet,An item to be held by a Pokémon. This stone tablet is imbued with the essence of steel and boosts the power of the holder’s Steel-type moves.
iron-plate,sun-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Steel-type moves.
iron-plate,sword-shield,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Steel-type moves.
iron-plate,ultra-sun-ultra-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Steel-type moves.
iron-plate,x-y,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Steel-type moves.
item-drop,black-2-white-2,"When used, it causes an ally Pokémon to drop a held item."
item-drop,black-white,"When used, it causes an ally Pokémon to drop a held item."
item-urge,black-2-white-2,"When used, it causes an ally Pokémon to use its held item."
item-urge,black-white,"When used, it causes an ally Pokémon to use its held item."
jaboca-berry,brilliant-diamond-shining-pearl,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,legends-arceus,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,lets-go-pikachu-lets-go-eevee,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,omega-ruby-alpha-sapphire,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,scarlet-violet,"If a Pokémon holding this Berry is hit with a physical move, the attacker will also take damage."
jaboca-berry,sun-moon,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,sword-shield,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,ultra-sun-ultra-moon,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jaboca-berry,x-y,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jade-orb,black-2-white-2,A shiny green orb that is said to have a legend and has a deep connection with the Hoenn region.
jade-orb,black-white,A shiny green orb that is said to have a legend and has a deep connection with the Hoenn region.
jade-orb,brilliant-diamond-shining-pearl,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,heartgold-soulsilver,A shiny green orb that is said to have a legend and has a deep connection with the Hoenn region.
jade-orb,legends-arceus,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,lets-go-pikachu-lets-go-eevee,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,omega-ruby-alpha-sapphire,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,scarlet-violet,A shiny green orb that is said to have a deep connection to a legend of the Hoenn region.
jade-orb,sun-moon,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,sword-shield,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,ultra-sun-ultra-moon,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jade-orb,x-y,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jalapeno,scarlet-violet,A very spicy ingredient—so spicy as to leave no room for ambivalence about it. You either like it or you don't.
jam,scarlet-violet,"A condiment that's very sweet and likewise very sour. Take care when adding it to sandwiches, as the sweet side can overwhelm."
jaw-fossil,legends-za,A fossil from a prehistoric Pokémon that once lived on the land. It looks as if it could be a piece of a large jaw.
jaw-fossil,omega-ruby-alpha-sapphire,A fossil from a prehistoric Pokémon that once lived on the land. It looks as if it could be a piece of a large jaw.
jaw-fossil,sun-moon,A fossil from a prehistoric Pokémon that once lived on the land. It looks as if it could be a piece of a large jaw.
jaw-fossil,ultra-sun-ultra-moon,A fossil from a prehistoric Pokémon that once lived on the land. It looks as if it could be a piece of a large jaw.
jaw-fossil,x-y,A fossil from a prehistoric Pokémon that once lived on the land. It looks as if it could be a piece of a large jaw.
jet-ball,legends-arceus,The ultimate iteration of the Feather Ball. A ball that flies fast and true—ideal for catching nimble Pokémon or Pokémon that fly high in the air.
jet-ball,scarlet-violet,The ultimate iteration of the Feather Ball. A ball that flies fast and true—ideal for catching nimble Pokémon or Pokémon that fly high in the air.
johto-slate,brilliant-diamond-shining-pearl,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Johto Room at Ramanas Park.
johto-slate,scarlet-violet,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Johto Room at Ramanas Park.
jolly-mint,brilliant-diamond-shining-pearl,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Atk will grow more slowly."
jolly-mint,legends-arceus,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Atk will grow more slowly."
jolly-mint,scarlet-violet,"Having a Pokémon smell this mint can make its Speed stat grow stronger. However, its Sp. Atk stat may suffer."
jolly-mint,sword-shield,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Atk will grow more slowly."
jubilife-muffin,legends-arceus,A hidden gem gaining popularity in Jubilife Village and beloved by Pokémon. This sweet treat can be fed to a Pokémon to cure any status conditions it may have.
jubilife-muffin,scarlet-violet,A hidden gem gaining popularity in Jubilife Village and beloved by Pokémon. This sweet treat can be fed to a Pokémon to cure any status condition it may have.
kangaskhanite,legends-za,One of a variety of mysterious Mega Stones. A Kangaskhan holding this stone will be able to Mega Evolve during battle.
kangaskhanite,lets-go-pikachu-lets-go-eevee,One of a variety of mysterious Mega Stones. This stone will enable Kangaskhan to Mega Evolve during battle.
kangaskhanite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Kangaskhan hold it, and this stone will enable it to Mega Evolve during battle."
kangaskhanite,sun-moon,"One of a variety of mysterious Mega Stones. Have Kangaskhan hold it, and this stone will enable it to Mega Evolve during battle."
kangaskhanite,ultra-sun-ultra-moon,"One of a variety of mysterious Mega Stones. Have Kangaskhan hold it, and this stone will enable it to Mega Evolve during battle."
kangaskhanite,x-y,"One variety of the mysterious Mega Stones. Have Kangaskhan hold it, and this stone will enable it to Mega Evolve during battle."
kanto-slate,brilliant-diamond-shining-pearl,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Kanto Room at Ramanas Park.
kanto-slate,scarlet-violet,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Kanto Room at Ramanas Park.
kasib-berry,black-white,Weakens a supereffective Ghost-type attack against the holding Pokémon.
kasib-berry,diamond-pearl,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Ghost-type attack."
kasib-berry,scarlet-violet,"If a Pokémon holding this Berry is hit with a supereffective Ghost-type move, the power of that move will be weakened."
kebia-berry,black-2-white-2,Weakens a supereffective Poison-type attack against the holding Pokémon.
kebia-berry,diamond-pearl,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Poison-type attack."
kebia-berry,heartgold-soulsilver,"If held by a Pokémon, it weakens a foe's supereffective Poison-type attack."
kebia-berry,platinum,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Poison-type attack."
kebia-berry,scarlet-violet,"If a Pokémon holding this Berry is hit with a supereffective Poison-type move, the power of that move will be weakened."
kee-berry,brilliant-diamond-shining-pearl,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kee-berry,legends-arceus,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kee-berry,omega-ruby-alpha-sapphire,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kee-berry,scarlet-violet,"If a Pokémon holding this Berry is hit with a physical move, the holder’s Defense stat will be boosted."
kee-berry,sun-moon,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kee-berry,sword-shield,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kee-berry,ultra-sun-ultra-moon,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kee-berry,x-y,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
kelpsy-berry,diamond-pearl,"A Poffin ingredient. Using it on a Pokémon makes it more friendly, but it also lowers its base Attack stat."
kelpsy-berry,emerald,Makes a Pokémon friendly but lowers base Attack.
kelpsy-berry,platinum,"A Poffin ingredient. Using it on a Pokémon makes it more friendly, but it also lowers its base Attack stat."
kelpsy-berry,ruby-sapphire,Pokéblock ingredient. Plant in loamy soil to grow Kelpsy.
kelpsy-berry,scarlet-violet,"If a Pokémon is fed this Berry, it will grow more friendly, but it will lose base points for its Attack stat."
kelpsy-berry,sword-shield,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its Attack base points.
ketchup,scarlet-violet,"A condiment with very salty and tart flavor. While a number of other ingredients go into its signature flavor, the noble tomato is its heart and soul."
key-stone,brilliant-diamond-shining-pearl,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-stone,legends-arceus,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-stone,lets-go-pikachu-lets-go-eevee,A stone filled with an unexplained power. It reacts to Mega Stones and makes Pokémon Mega Evolve.
key-stone,omega-ruby-alpha-sapphire,A stone of unexplained power that makes Pokémon Mega Evolve.
key-stone,scarlet-violet,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-stone,sun-moon,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-stone,sword-shield,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-stone,ultra-sun-ultra-moon,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-to-room-1-hoenn,emerald,A key that opens a door inside the Abandoned Ship.
key-to-room-1-hoenn,firered-leafgreen,A key that opens the door to Room 1 inside the Abandoned Ship. It is old and looks easily broken.
key-to-room-1-hoenn,omega-ruby-alpha-sapphire,A key that opens a door inside Sea Mauville.
key-to-room-1-hoenn,ruby-sapphire,A key that opens a door inside the Abandoned Ship.
key-to-room-2,emerald,A key that opens a door inside the Abandoned Ship.
key-to-room-2,firered-leafgreen,A key that opens the door to Room 2 inside the Abandoned Ship. It is old and looks easily broken.
key-to-room-2,omega-ruby-alpha-sapphire,A key that opens a door inside Sea Mauville.
key-to-room-2,ruby-sapphire,A key that opens a door inside the Abandoned Ship.
key-to-room-2,sun-moon,A key that opens a door inside Sea Mauville.
key-to-room-2,ultra-sun-ultra-moon,A key that opens a door inside Sea Mauville.
key-to-room-202,legends-za,A key for room 202 at Hotel Z.
key-to-room-4,brilliant-diamond-shining-pearl,A key that opens a door inside Sea Mauville.
key-to-room-4,emerald,A key that opens a door inside the Abandoned Ship.
key-to-room-4,firered-leafgreen,A key that opens the door to Room 4 inside the Abandoned Ship. It is old and looks easily broken.
key-to-room-4,legends-arceus,A key that opens a door inside Sea Mauville.
key-to-room-4,omega-ruby-alpha-sapphire,A key that opens a door inside Sea Mauville.
key-to-room-4,ruby-sapphire,A key that opens a door inside the Abandoned Ship.
key-to-room-4,scarlet-violet,A key that opens a door inside Sea Mauville.
key-to-room-4,sun-moon,A key that opens a door inside Sea Mauville.
key-to-room-4,sword-shield,A key that opens a door inside Sea Mauville.
key-to-room-4,ultra-sun-ultra-moon,A key that opens a door inside Sea Mauville.
key-to-room-6,brilliant-diamond-shining-pearl,A key that opens a door inside Sea Mauville.
key-to-room-6,emerald,A key that opens a door inside the Abandoned Ship.
key-to-room-6,firered-leafgreen,A key that opens the door to Room 6 inside the Abandoned Ship. It is old and looks easily broken.
key-to-room-6,legends-arceus,A key that opens a door inside Sea Mauville.
key-to-room-6,omega-ruby-alpha-sapphire,A key that opens a door inside Sea Mauville.
key-to-room-6,ruby-sapphire,A key that opens a door inside the Abandoned Ship.
key-to-room-6,scarlet-violet,A key that opens a door inside Sea Mauville.
key-to-room-6,sun-moon,A key that opens a door inside Sea Mauville.
key-to-room-6,sword-shield,A key that opens a door inside Sea Mauville.
key-to-room-6,ultra-sun-ultra-moon,A key that opens a door inside Sea Mauville.
kings-leaf,legends-arceus,"The king of herbs, glittering and brilliant. Combining this herb with other materials needed to make medicines will boost their efficacy."
kings-leaf,scarlet-violet,"The king of herbs, glittering and brilliant. Combining this herb with other materials needed to make medicines will boost their efficacy."
kings-rock,crystal,May make the foe flinch. (HOLD)
kings-rock,gold-silver,May make the foe flinch. (HOLD)
kings-rock,scarlet-violet,It may cause the target to flinch whenever the holder successfully inflicts damage on them.
kiwi,scarlet-violet,A very tart ingredient that has a light touch of sweetness as well. It goes well with rich ingredients.
klawf-stick,scarlet-violet,A very sweet and salty ingredient. It's a nutritious processed food made with a concentrate derived from shed Klawf shells.
